Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643,Hazardous
27.2,71.9,13.7,22.7,27.1,5.5,1.1,11.2,513,Good
29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277,Good
21.7,45.8,9.8,12.2,20.4,6.2,1.04,10.8,596,Good
29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448,Moderate
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,Hazardous
36.4,82.7,19.7,36.6,39.2,15.9,1.72,9.0,782,Poor
21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587,Good
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679,Moderate
28.0,88.7,13.5,25.9,23.7,18.5,0.94,8.6,546,Moderate
33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623,Poor
26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589,Moderate
26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231,Good
26.0,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435,Good
24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,Good
32.1,75.6,16.2,21.1,18.9,12.4,1.44,9.3,405,Moderate
41.5,94.0,62.1,79.4,30.0,20.0,2.8,7.8,547,Hazardous
52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,Poor
28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,Good
23.0,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,Good
31.0,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464,Moderate
26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,Good
23.8,92.0,20.3,37.8,44.0,5.5,2.29,4.0,433,Poor
28.9,55.0,0.9,7.3,18.2,5.9,1.11,11.3,469,Good
25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324,Moderate
35.1,69.4,3.0,3.7,34.9,17.7,1.66,6.6,632,Poor
26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,Moderate
31.3,73.4,72.8,88.8,54.1,17.1,2.54,2.6,755,Hazardous
22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,Good
29.0,44.6,21.2,28.0,19.6,3.3,1.2,11.1,545,Good
31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,Good
35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361,Moderate
23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383,Good
27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506,Good
40.9,72.5,119.9,145.8,31.5,1.2,2.87,2.6,688,Hazardous
36.4,64.6,78.0,82.6,27.2,5.8,1.5,9.0,412,Moderate
30.6,51.1,8.3,10.1,23.1,5.7,1.11,15.0,221,Good
30.8,85.8,27.0,29.1,18.5,11.0,1.54,8.7,466,Moderate
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,Good
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504,Poor
26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366,Good
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550,Good
29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,Moderate
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,Moderate
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,482,Moderate
28.0,76.0,14.1,25.0,28.4,4.2,2.3,4.6,740,Poor
24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,Good
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good
25.7,67.7,1.3,12.4,21.7,9.1,1.27,8.2,540,Moderate
40.4,91.4,5.1,20.6,38.8,7.5,2.26,9.5,599,Poor
25.0,81.3,4.3,7.8,23.1,6.7,1.14,10.1,329,Good
24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511,Good
42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490,Poor
42.1,87.6,2.5,22.2,37.6,27.2,2.3,2.8,451,Hazardous
36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,Poor
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good
23.9,43.0,12.2,17.2,14.1,7.2,0.93,10.5,333,Good
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,Good
30.0,61.7,0.1,15.6,19.2,8.0,1.83,5.3,529,Moderate
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571,Moderate
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,Moderate
30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,Moderate
25.3,73.0,6.0,12.1,23.0,8.9,0.97,11.2,571,Good
29.0,56.0,5.5,10.1,14.5,3.7,0.86,13.4,233,Good
27.5,55.4,32.5,47.0,22.1,12.7,1.66,5.2,298,Moderate
32.0,74.9,43.3,45.5,28.8,9.5,1.42,7.8,598,Moderate
32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,Good
23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,Moderate
23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320,Good
31.6,97.6,85.9,101.9,45.0,25.8,1.82,7.4,804,Poor
26.2,60.3,19.1,22.0,15.0,5.1,0.84,13.5,466,Good
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657,Moderate
39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,Hazardous
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,Good
33.1,99.2,17.6,47.1,41.1,26.4,2.45,6.8,623,Hazardous
28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344,Good
32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529,Moderate
31.9,65.2,15.9,19.4,30.3,28.2,1.82,8.2,771,Poor
35.1,95.2,39.8,74.7,43.3,30.7,2.55,5.2,610,Hazardous
29.8,62.1,6.5,11.0,19.3,12.9,1.65,7.7,688,Moderate
24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good
32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605,Moderate
41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827,Hazardous
29.6,65.6,3.4,9.3,20.6,2.9,1.03,10.2,452,Good
36.0,43.9,64.7,76.1,31.1,7.7,1.34,5.1,488,Moderate
29.2,70.2,9.6,14.3,21.9,3.8,1.03,11.1,262,Good
30.2,63.7,16.6,29.7,30.1,15.1,1.75,6.0,297,Moderate
37.8,64.8,0.2,23.6,17.8,6.6,1.71,5.2,643,Poor
26.3,50.3,2.4,8.4,16.8,2.9,0.98,11.1,603,Good
31.8,64.1,56.6,67.9,36.6,17.6,2.13,5.4,479,Poor
25.4,47.1,10.1,13.7,29.1,4.7,0.97,10.3,578,Good
34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,Hazardous
24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614,Moderate
38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696,Poor
29.0,80.3,5.4,11.2,19.0,4.6,1.01,10.1,538,Good
24.8,73.1,6.5,9.8,17.5,10.0,1.02,12.5,287,Good
38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,Poor
19.7,77.9,1.7,10.5,16.9,5.1,0.68,13.5,538,Good
24.7,68.9,4.2,11.1,14.8,2.4,1.06,15.9,475,Good
27.4,67.2,86.2,86.5,18.8,9.9,1.29,5.1,354,Moderate
22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,Good
35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,Moderate
27.3,78.6,13.8,18.7,14.4,5.4,1.03,14.5,270,Good
36.0,51.6,59.9,82.8,30.5,18.0,1.98,5.3,784,Poor
27.1,51.2,20.8,25.6,15.7,4.4,0.75,10.3,432,Good
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4.0,434,Poor
28.3,59.1,1.5,6.1,23.4,7.0,1.1,10.9,511,Good
27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577,Good
26.2,52.6,11.3,11.5,29.3,14.6,1.55,7.3,397,Moderate
36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor
24.2,69.5,6.0,9.9,9.9,4.7,0.97,10.5,461,Good
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217,Good
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,Poor
28.7,73.6,16.2,20.1,27.1,3.4,0.88,10.2,581,Good
36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473,Poor
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,Hazardous
29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,Moderate
32.2,89.0,50.8,70.0,24.9,24.5,2.6,3.5,527,Poor
31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,Good
31.0,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,Moderate
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,Moderate
28.7,84.0,79.8,86.5,24.0,6.7,1.2,9.6,423,Moderate
36.1,87.2,76.7,98.2,35.3,27.6,2.5,3.5,771,Hazardous
22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565,Good
25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608,Good
36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,Moderate
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,Moderate
48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544,Hazardous
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,Moderate
22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,Good
28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,Moderate
24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355,Good
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567,Moderate
30.8,60.3,1.1,3.6,21.2,5.1,0.96,11.4,470,Good
26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,Good
21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,Good
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,Good
28.8,83.0,3.7,15.8,15.0,8.6,1.82,6.4,471,Moderate
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous
34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343,Moderate
22.1,46.7,0.8,6.3,26.0,3.1,0.98,10.0,469,Good
19.2,66.2,16.4,44.9,18.8,7.1,2.25,4.4,799,Poor
26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271,Good
40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627,Hazardous
27.2,59.1,3.7,5.2,15.0,5.2,1.03,11.0,285,Good
37.0,71.8,23.2,38.6,35.4,22.9,1.82,3.4,516,Poor
35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,583,Hazardous
24.6,66.9,14.4,19.2,25.2,5.9,1.01,10.3,279,Good
44.6,79.9,9.8,25.3,28.7,29.2,1.74,4.1,756,Poor
32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358,Moderate
27.0,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,Moderate
29.2,73.0,26.4,30.5,9.3,4.1,1.14,11.2,350,Good
30.4,91.7,8.3,19.2,36.2,18.8,2.25,3.4,417,Poor
17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501,Good
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,Good
19.4,54.5,15.7,33.5,19.9,11.7,1.79,5.3,362,Moderate
31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor
30.1,86.2,18.7,27.7,33.4,9.3,1.57,5.0,479,Moderate
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,Moderate
27.9,76.5,4.0,10.1,11.6,4.2,1.12,11.2,267,Good
25.4,76.7,10.3,19.4,22.7,10.5,1.19,7.8,609,Moderate
28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419,Good
28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278,Moderate
44.6,94.9,78.9,98.3,40.6,23.9,2.44,4.3,670,Hazardous
43.8,103.9,12.2,32.6,43.2,25.5,3.36,6.4,722,Hazardous
42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525,Hazardous
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,Hazardous
35.6,74.6,64.2,76.2,43.9,17.4,2.61,3.5,679,Poor
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good
27.2,75.6,13.5,21.6,27.1,16.2,1.77,5.5,396,Moderate
24.9,64.4,10.9,15.2,14.0,4.4,1.12,10.5,354,Good
33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,Good
30.7,102.0,7.9,26.1,41.6,26.1,2.31,4.8,765,Hazardous
26.2,64.3,16.2,19.4,18.5,9.0,1.08,11.3,566,Good
27.1,64.2,1.6,5.6,15.3,4.7,0.8,11.5,581,Good
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,Moderate
34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,Moderate
31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687,Moderate
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,Hazardous
30.1,78.4,6.5,24.9,28.8,6.6,1.98,7.0,569,Poor
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,Moderate
34.1,60.8,71.1,91.7,37.5,17.4,2.12,4.1,458,Poor
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate
27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224,Good
28.5,49.4,1.0,5.9,16.6,5.6,0.93,10.6,328,Good
57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876,Hazardous
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,Good
44.2,95.3,1.7,26.7,33.5,24.5,2.43,4.1,581,Hazardous
35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346,Moderate
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
23.2,60.9,3.7,4.0,14.5,4.2,1.02,13.9,381,Good
26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,Good
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good
22.2,56.3,6.7,13.5,21.4,4.9,1.11,12.3,348,Good
28.1,83.5,11.8,24.0,28.6,9.0,1.07,9.0,690,Moderate
30.8,53.9,6.9,21.5,26.0,5.8,1.44,5.4,447,Moderate
41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698,Hazardous
20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207,Good
23.4,71.4,15.8,18.2,18.0,2.5,1.15,12.5,496,Good
27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314,Good
30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641,Moderate
22.3,53.5,2.1,7.7,16.1,3.8,1.1,10.0,263,Good
32.0,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,Moderate
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776,Poor
28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454,Good
33.9,59.2,61.7,81.9,41.5,21.6,1.72,7.1,503,Poor
25.3,86.3,6.2,15.8,33.6,9.9,1.66,5.8,426,Moderate
27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,Good
24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,Good
31.9,68.4,7.8,18.9,33.0,11.4,1.68,5.7,476,Moderate
40.0,90.4,5.4,24.6,36.4,15.3,1.85,4.8,561,Poor
27.0,74.2,3.4,15.0,33.6,6.3,1.39,10.6,515,Moderate
23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,Good
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,Good
24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,586,Moderate
21.2,55.0,8.5,13.5,15.8,7.1,1.04,13.0,503,Good
34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811,Hazardous
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,Good
39.8,108.4,30.3,39.3,32.2,21.5,2.03,3.0,572,Hazardous
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,Good
35.2,79.8,11.3,18.6,37.1,8.2,1.42,9.6,510,Moderate
32.0,79.0,117.8,127.8,39.4,28.4,2.75,9.2,774,Hazardous
29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336,Good
21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496,Moderate
29.7,78.5,9.5,16.4,14.5,5.3,0.86,13.6,275,Good
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,Moderate
23.6,72.3,0.8,13.8,26.4,11.0,1.68,6.2,543,Moderate
21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569,Good
31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376,Moderate
41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,Poor
23.5,51.6,0.0,8.3,23.5,7.4,0.92,19.7,450,Good
43.2,85.0,152.7,178.1,38.6,28.2,2.7,2.8,627,Hazardous
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,Good
30.9,60.3,56.3,68.7,22.8,10.5,1.4,7.4,426,Moderate
27.5,64.2,0.4,7.4,14.0,1.9,1.02,14.0,201,Good
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,Moderate
22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,Good
22.7,79.5,1.0,8.1,12.2,6.5,1.03,12.4,439,Good
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,Moderate
22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410,Good
24.4,53.1,3.6,10.5,15.0,7.0,1.04,10.2,353,Good
18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,Good
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,Hazardous
36.4,61.5,35.3,30.1,28.7,6.4,1.1,5.7,312,Moderate
43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429,Poor
23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,Good
34.8,88.8,12.6,30.8,25.3,8.4,1.49,8.7,431,Moderate
29.2,74.5,19.6,32.3,29.3,7.9,1.46,11.8,629,Moderate
25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329,Good
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate
27.5,68.3,0.4,6.2,27.0,9.3,1.12,11.6,465,Good
26.2,55.8,16.3,21.6,23.5,6.1,1.08,11.0,535,Good
24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370,Good
32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate
24.3,49.0,14.6,21.3,21.8,5.4,0.96,11.8,441,Good
42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,729,Hazardous
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270,Good
23.7,57.8,31.7,35.0,11.7,2.3,1.07,13.2,453,Good
27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253,Good
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,Poor
34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398,Moderate
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,Good
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,Good
28.3,74.9,2.1,10.2,26.3,8.3,1.59,5.1,342,Moderate
25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,Good
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,Good
32.0,58.4,24.0,30.9,28.9,7.4,0.92,12.3,684,Moderate
35.5,62.5,65.2,81.5,35.7,11.2,2.46,8.2,758,Poor
29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,Good
48.9,62.0,12.2,35.7,45.4,22.7,2.27,2.7,865,Hazardous
30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401,Moderate
50.9,79.9,22.5,52.0,38.2,9.0,2.65,8.4,611,Hazardous
45.9,69.9,67.9,68.3,48.6,23.2,2.29,2.6,871,Hazardous
22.6,72.2,20.1,23.5,17.9,2.0,1.13,11.9,581,Good
30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406,Good
35.1,67.6,14.2,25.5,25.0,5.6,1.52,5.1,345,Moderate
23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222,Good
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438,Good
56.0,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,Hazardous
36.6,69.9,46.0,59.1,46.1,6.6,1.84,3.6,649,Poor
31.3,86.0,60.5,65.1,29.3,1.7,1.68,7.8,655,Moderate
22.3,58.5,30.3,36.3,18.8,4.1,0.87,10.3,479,Good
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,Moderate
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,Good
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good
42.6,98.3,5.8,11.7,35.4,25.2,2.33,8.4,561,Poor
21.6,46.5,6.5,15.7,21.8,7.8,1.03,15.0,602,Good
49.9,101.3,34.6,51.9,47.7,17.8,2.72,3.3,795,Hazardous
33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,Poor
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,Good
40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,758,Hazardous
25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393,Good
37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600,Moderate
29.8,60.2,10.7,19.8,24.9,12.4,2.0,6.4,472,Moderate
37.2,94.4,20.8,37.1,29.5,10.8,1.66,8.3,531,Poor
36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602,Moderate
37.3,75.5,12.5,21.1,18.3,9.7,1.49,8.9,622,Moderate
27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,Good
25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,Good
41.5,91.3,79.5,93.5,30.0,12.8,1.99,10.4,561,Poor
32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643,Moderate
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,Good
42.0,86.2,2.0,8.8,33.7,22.3,1.7,7.4,538,Poor
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,Poor
24.3,79.5,9.8,12.6,26.5,5.7,1.01,12.5,280,Good
35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666,Poor
38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,Poor
30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609,Moderate
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818,Poor
24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387,Good
20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312,Good
25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206,Good
36.4,94.9,7.2,32.0,30.4,5.8,1.92,5.9,565,Poor
33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605,Moderate
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,Moderate
23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295,Good
24.9,61.5,11.5,14.6,25.8,4.9,1.0,10.9,336,Good
23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,Poor
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,Poor
32.1,80.5,0.6,13.3,25.9,20.0,1.59,9.0,403,Moderate
25.0,39.8,2.0,8.4,21.7,4.0,0.96,10.7,290,Good
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,Moderate
22.4,50.0,15.7,21.1,16.0,5.7,1.06,13.4,433,Good
26.4,64.2,6.9,8.3,11.8,4.3,1.08,15.7,563,Good
28.4,67.9,7.5,13.0,14.2,5.7,1.0,12.7,247,Good
21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660,Moderate
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472,Good
23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377,Good
27.3,45.8,3.8,7.8,19.3,7.1,0.99,11.7,312,Good
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,Good
40.6,93.3,21.5,48.7,19.0,14.2,1.85,6.3,464,Poor
21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461,Good
22.9,71.3,6.9,12.0,11.8,3.5,1.0,13.5,485,Good
21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233,Good
35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488,Poor
32.8,53.2,8.1,24.5,26.3,11.2,1.61,5.4,363,Moderate
38.3,99.0,8.2,27.2,24.9,13.9,2.69,3.8,808,Poor
24.3,92.5,25.8,32.4,30.8,13.7,1.69,6.0,268,Moderate
34.4,94.5,25.5,48.8,26.3,9.9,1.47,9.3,457,Poor
38.4,73.3,78.9,94.5,23.9,23.0,2.03,4.1,615,Poor
27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,Moderate
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,Good
28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614,Good
36.2,73.7,9.6,32.4,41.4,25.5,1.97,10.0,782,Hazardous
29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428,Moderate
25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,Moderate
22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,Good
39.4,75.2,109.6,145.2,46.8,34.7,2.5,6.1,794,Hazardous
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,Poor
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258,Good
31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632,Poor
26.1,82.7,19.9,37.5,36.7,12.0,1.5,4.3,706,Poor
30.3,77.1,1.9,11.7,32.0,16.4,1.99,9.9,618,Moderate
26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor
27.2,90.5,13.9,22.7,26.6,12.8,1.29,7.6,616,Moderate
30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739,Poor
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,Hazardous
27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,Good
39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562,Poor
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate
27.3,47.6,17.0,23.5,12.9,2.5,0.93,10.7,571,Good
38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312,Moderate
34.6,97.6,52.6,69.2,33.1,11.4,2.2,4.6,537,Poor
