,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
662,39.1,73.5,69.8,82.4,33.6,19.4,1.88,3.6,557,Poor
2998,22.7,73.0,33.6,38.6,30.8,14.2,1.72,10.7,576,Moderate
1036,21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,Good
1837,38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607,Poor
100,32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463,Poor
3384,21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247,Good
4222,31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761,Poor
3172,25.5,77.9,6.9,11.4,19.5,9.3,1.09,11.7,254,Good
4076,28.7,52.5,5.8,11.7,13.4,5.9,1.05,15.8,454,Good
102,24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,Moderate
3208,29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,Poor
3686,32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509,Moderate
4225,24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,Moderate
1436,42.0,77.8,36.0,43.7,52.3,22.3,2.42,5.6,846,Hazardous
3023,42.1,87.6,2.5,22.2,37.6,27.2,2.3,2.8,451,Hazardous
4603,35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,629,Moderate
1410,26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,Good
3931,38.0,84.6,34.2,62.4,43.8,17.8,2.62,6.7,598,Hazardous
1995,23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,Moderate
1540,23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320,Good
3424,25.8,76.6,8.6,16.5,22.4,6.2,0.99,16.7,514,Good
3363,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
3421,30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,Good
945,24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,Good
926,32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,Poor
79,27.8,56.7,6.7,18.0,26.9,6.1,1.64,6.1,371,Moderate
551,25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,Good
879,33.5,70.8,8.1,16.3,22.0,15.9,1.63,5.1,527,Moderate
2311,22.3,45.3,7.0,8.3,27.1,8.2,0.87,11.1,316,Good
2837,19.3,50.7,4.2,10.2,20.8,1.5,1.05,11.4,416,Good
2960,32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737,Poor
407,34.0,83.2,19.3,39.1,45.1,21.0,2.28,9.9,496,Poor
307,21.7,75.0,10.3,15.5,13.4,4.5,1.15,13.3,285,Good
2198,31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,Moderate
4632,30.9,66.2,17.4,20.8,12.5,4.9,0.93,11.4,459,Good
2342,39.6,74.9,1.1,22.8,29.0,21.5,1.69,4.6,587,Poor
4840,34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517,Poor
4843,29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816,Poor
4383,25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,Good
4485,36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,Poor
1823,26.5,45.3,9.4,15.0,13.1,0.4,0.99,11.0,224,Good
3878,33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623,Poor
4424,33.2,80.5,11.1,24.4,32.0,15.3,1.69,4.9,535,Poor
991,31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,Good
1060,32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463,Moderate
3341,31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513,Poor
3725,41.4,65.4,34.3,52.8,42.7,9.4,1.87,2.5,721,Hazardous
3338,34.7,81.2,9.6,29.2,29.5,14.5,2.26,2.5,803,Hazardous
386,24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,Good
2597,24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616,Moderate
4629,20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,Moderate
3280,26.7,48.8,20.7,26.9,11.6,5.3,0.97,10.6,385,Good
2973,44.1,72.8,45.0,59.2,33.9,13.0,2.21,6.9,707,Poor
624,34.6,65.2,47.0,59.9,24.4,15.6,2.15,7.0,771,Poor
4684,29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522,Poor
3875,27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,Moderate
2183,28.7,80.8,16.6,27.3,34.8,15.0,1.75,5.3,446,Moderate
3972,36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473,Poor
1375,20.0,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373,Good
4079,34.2,81.2,30.3,40.5,31.5,19.6,1.48,5.5,551,Moderate
4397,47.8,70.2,35.4,55.1,35.3,22.9,2.07,3.3,607,Hazardous
2032,37.3,70.1,4.6,17.8,34.8,12.0,1.73,3.6,609,Poor
2370,34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,Moderate
4953,39.9,83.6,11.8,39.4,46.9,27.6,1.9,6.8,438,Poor
3588,22.9,74.4,0.0,1.9,15.7,3.7,0.9,10.3,390,Good
415,34.6,69.0,49.0,62.9,26.9,12.1,2.2,6.0,721,Poor
2093,41.1,70.1,45.2,60.0,28.5,15.7,2.43,6.0,759,Hazardous
4214,39.1,82.9,56.7,69.3,39.7,8.2,2.0,3.6,543,Poor
935,39.4,55.7,1.0,11.4,33.1,10.3,1.27,6.2,416,Moderate
1982,20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298,Good
692,21.7,56.3,13.8,25.0,17.5,6.9,1.09,10.5,605,Good
1046,23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,Good
2627,28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568,Good
3070,30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,Moderate
449,29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,Poor
3333,27.4,83.7,11.4,18.5,18.3,8.4,1.74,7.1,425,Moderate
1226,27.5,75.0,1.5,6.6,17.3,3.9,1.26,18.8,449,Good
3743,31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,Hazardous
3389,22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good
2811,21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634,Moderate
3752,33.2,93.9,21.3,32.2,36.2,21.8,2.35,5.5,714,Poor
3795,24.7,46.2,22.9,25.0,14.4,5.0,0.78,10.1,356,Good
4344,25.3,60.8,10.2,15.7,16.2,5.0,1.18,15.3,406,Good
2854,36.3,70.0,58.7,71.9,42.1,12.1,2.37,3.9,539,Poor
3492,21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496,Moderate
523,28.2,62.7,0.1,7.5,17.4,4.7,0.87,12.0,528,Good
3195,19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,Good
1085,44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,Poor
383,28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,Good
2375,29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,Moderate
993,30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,Good
1957,23.0,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,Moderate
3833,40.9,80.9,13.5,26.8,37.5,16.2,2.38,3.8,630,Poor
323,35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,Poor
2638,41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732,Poor
4636,30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,Poor
1603,32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664,Poor
3816,24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,Good
2760,22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,Good
4373,36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,Poor
51,25.6,60.3,21.4,34.0,30.4,3.7,1.37,7.8,315,Moderate
2890,39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763,Poor
4202,26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,Good
2554,47.7,69.2,41.8,50.7,38.3,22.2,2.58,5.9,651,Poor
1341,32.7,74.9,21.4,22.4,18.0,12.0,1.57,5.7,586,Moderate
1973,21.6,50.3,3.0,6.7,22.7,3.3,1.0,10.1,223,Good
2820,24.6,82.8,5.6,19.8,28.7,19.1,2.02,8.0,710,Poor
52,28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,Moderate
1069,25.2,90.6,16.8,27.6,20.8,16.1,1.39,5.0,381,Moderate
4695,23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,Good
3789,25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569,Good
3876,16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,Good
4827,34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,Poor
2217,34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466,Poor
2421,26.5,43.0,18.8,18.4,17.6,2.1,1.08,10.6,426,Good
740,38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514,Poor
1307,28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,Good
1470,29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,566,Good
2148,36.0,70.7,69.5,78.1,29.1,16.2,2.28,7.2,420,Poor
4959,22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,Good
1664,27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,Moderate
3190,28.0,83.3,6.0,4.5,34.1,4.6,1.65,5.8,475,Moderate
2879,26.8,72.2,1.0,11.3,21.8,12.5,1.41,6.0,602,Moderate
4026,27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314,Good
1125,39.2,108.0,73.5,88.5,34.0,15.8,1.96,6.2,734,Hazardous
3879,26.9,81.9,28.0,40.2,23.5,8.7,1.41,5.9,379,Moderate
3021,29.7,85.8,84.4,94.4,26.7,19.8,1.55,10.0,744,Poor
204,45.2,88.9,9.9,28.9,33.6,18.9,2.37,6.9,574,Poor
4613,44.1,101.9,2.1,40.8,31.4,29.7,2.66,6.3,761,Hazardous
4875,24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,Good
1486,41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,Hazardous
3593,41.7,84.9,89.8,106.8,27.3,29.6,2.39,9.3,923,Hazardous
4215,27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428,Good
3293,38.5,88.0,11.7,28.5,25.2,20.0,1.3,4.3,693,Poor
4188,22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330,Good
1245,28.0,65.1,3.5,5.2,18.7,7.9,0.9,10.7,458,Good
3048,36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527,Moderate
2023,28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,Moderate
2600,29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326,Good
263,42.8,73.0,1.1,23.7,31.2,25.6,2.46,3.5,495,Hazardous
3923,29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442,Moderate
1193,29.2,73.0,26.4,30.5,9.3,4.1,1.14,11.2,350,Good
4346,27.0,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,Moderate
3026,44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450,Poor
4085,33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730,Poor
308,29.4,64.5,0.7,4.7,16.4,4.7,1.1,11.1,520,Good
114,51.3,58.0,31.2,48.3,34.3,11.5,3.32,2.6,538,Hazardous
4128,23.9,62.4,0.8,13.0,26.1,7.2,1.56,6.1,497,Moderate
2205,34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,Hazardous
4453,26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430,Poor
477,33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,Poor
2951,18.2,42.5,0.1,7.1,26.1,3.8,0.97,11.6,312,Good
2594,19.7,50.7,4.4,9.0,10.4,5.6,0.8,17.4,383,Good
4094,38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,Poor
3889,25.2,51.0,2.5,6.8,22.8,7.1,1.17,12.8,500,Good
1968,33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,Moderate
1865,24.0,86.1,27.9,40.8,17.3,7.3,1.36,9.9,491,Moderate
869,32.2,65.9,1.3,20.9,46.3,21.0,1.82,4.8,634,Poor
4864,33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620,Moderate
2842,31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424,Poor
2824,26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,Moderate
3112,26.4,78.1,1.8,9.9,27.0,6.6,1.06,14.6,552,Good
2069,36.4,111.6,35.8,67.0,43.1,8.3,2.32,8.3,813,Hazardous
4322,25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462,Moderate
1994,29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,Moderate
2459,30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,Good
4798,27.0,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good
2102,34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,Moderate
1169,20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577,Good
172,33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446,Poor
727,21.5,61.4,4.2,10.4,22.1,0.0,0.95,10.9,447,Good
4751,40.9,62.4,19.0,36.7,36.1,20.9,2.3,8.1,518,Poor
749,24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340,Good
4996,28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,379,Good
3965,22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,Good
4363,27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806,Poor
4195,38.8,69.4,40.0,52.2,27.8,16.9,2.32,7.5,451,Poor
3564,26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,Good
828,29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,Moderate
3165,28.9,69.2,9.7,20.5,29.3,6.5,1.29,5.0,552,Moderate
1262,33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339,Good
4663,29.2,89.5,71.0,83.9,19.8,14.6,1.16,7.3,618,Moderate
3906,30.1,78.4,6.5,24.9,28.8,6.6,1.98,7.0,569,Poor
1388,23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386,Moderate
3043,21.9,58.3,2.7,5.6,20.6,7.3,0.9,11.1,493,Good
4311,30.8,63.9,34.4,43.3,14.0,13.9,1.52,5.1,350,Moderate
4443,30.7,102.0,7.9,26.1,41.6,26.1,2.31,4.8,765,Hazardous
2742,23.2,86.5,3.1,21.4,22.3,15.0,1.56,7.3,601,Moderate
3867,28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550,Moderate
1879,27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,Poor
2584,34.1,67.9,40.1,47.1,34.6,1.0,1.72,9.5,462,Moderate
1187,35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650,Moderate
4507,32.0,101.4,60.3,78.5,45.4,25.0,3.01,4.3,698,Hazardous
725,22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576,Moderate
2899,29.7,88.0,3.9,13.9,36.8,10.3,1.7,6.9,457,Moderate
4687,31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494,Moderate
3924,31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,679,Moderate
1448,24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193,Good
3962,36.2,71.8,65.2,79.4,16.6,25.8,3.29,4.6,493,Hazardous
3911,39.5,94.4,32.6,51.0,37.1,28.6,1.8,4.4,654,Poor
148,27.7,75.8,0.2,5.2,10.4,4.0,0.93,10.4,505,Good
2590,30.5,85.8,29.7,46.4,27.4,11.1,1.64,6.4,605,Poor
1810,28.5,83.8,10.6,26.5,30.2,10.7,1.52,7.5,581,Moderate
3692,18.5,54.0,5.2,7.7,22.7,3.9,0.86,14.1,415,Good
3258,28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,Good
911,30.7,93.7,135.1,144.6,36.7,20.0,2.12,4.1,531,Poor
4472,30.0,89.0,9.2,30.2,29.7,17.5,1.83,8.2,428,Poor
3438,53.1,57.3,72.3,84.6,45.0,6.4,1.95,3.2,857,Hazardous
2004,23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537,Good
4990,40.0,68.1,31.6,45.7,38.1,14.4,2.17,4.0,596,Poor
1643,47.4,93.1,72.7,96.6,34.3,14.9,2.54,5.7,797,Hazardous
2921,30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,Hazardous
3055,24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good
4562,23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349,Good
1852,28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,Moderate
4627,27.0,45.2,3.2,6.5,24.1,2.7,0.95,11.7,274,Good
4168,38.1,92.0,115.9,153.7,37.6,23.6,2.96,2.7,511,Hazardous
4604,31.8,80.2,22.4,34.1,29.7,4.9,1.22,9.4,580,Moderate
1716,31.9,66.3,38.8,40.0,30.6,9.3,1.55,6.2,381,Moderate
4506,31.7,71.7,18.9,24.8,13.5,3.7,0.78,23.4,369,Good
1502,22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294,Moderate
2694,22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525,Good
2308,21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373,Good
580,26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,Moderate
1022,24.8,39.7,5.0,13.2,20.3,5.8,1.1,10.5,418,Good
1795,33.6,68.8,19.1,42.3,55.8,9.4,2.42,4.4,663,Hazardous
2454,22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588,Good
3097,33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605,Moderate
4903,35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592,Moderate
4298,26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,Poor
4206,46.1,80.5,42.3,58.5,32.1,28.4,2.4,2.7,705,Hazardous
487,26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432,Good
2090,33.4,80.3,3.1,13.0,23.3,10.1,1.76,7.3,600,Moderate
4950,27.2,90.5,13.9,22.7,26.6,12.8,1.29,7.6,616,Moderate
1,40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,Poor
119,26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245,Good
120,35.1,92.3,81.2,114.2,35.1,14.7,2.5,2.7,589,Hazardous
2764,28.0,72.0,3.2,11.7,28.9,16.6,1.4,5.2,420,Moderate
1832,22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503,Moderate
4880,28.3,51.1,63.7,75.6,32.3,16.4,1.57,7.6,648,Moderate
2862,35.5,62.6,71.2,75.9,20.5,9.3,1.58,5.5,405,Moderate
543,22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,Moderate
3122,30.0,78.0,9.7,14.5,15.5,7.2,1.05,12.3,554,Good
3621,28.2,63.5,0.7,13.0,27.3,9.4,1.65,7.6,531,Moderate
2286,32.5,75.1,24.9,36.0,25.8,6.3,1.69,6.4,516,Moderate
4826,33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,Good
899,26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,Poor
1366,27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376,Moderate
1495,33.7,72.7,139.4,159.9,33.1,22.8,2.28,5.6,576,Poor
759,26.7,72.4,4.2,16.3,18.9,11.7,1.45,12.0,527,Moderate
2648,30.2,63.7,16.6,29.7,30.1,15.1,1.75,6.0,297,Moderate
2279,34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548,Poor
2795,27.1,56.4,52.6,60.5,26.8,7.7,1.33,11.9,428,Moderate
466,42.5,100.6,38.5,52.1,41.3,32.1,2.45,3.0,592,Hazardous
4489,19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,Good
3682,31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566,Moderate
4579,19.8,76.1,15.9,20.4,25.3,4.2,1.01,10.3,357,Good
2586,22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,Moderate
1621,24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,Good
2266,35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,Good
453,27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,Good
2715,18.9,57.2,6.0,9.6,19.3,1.1,0.93,12.4,409,Good
425,24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,Good
4272,45.8,62.3,36.2,54.1,32.3,19.0,2.8,4.3,616,Poor
3951,27.5,64.2,0.4,7.4,14.0,1.9,1.02,14.0,201,Good
4516,32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643,Moderate
4288,33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,Poor
4497,35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,Moderate
4478,56.0,53.6,6.0,21.7,40.5,9.1,2.46,9.0,718,Poor
4334,34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356,Moderate
3999,26.7,71.3,6.2,12.7,23.6,5.9,1.04,11.1,389,Good
1819,38.0,78.8,1.3,9.0,23.8,0.8,2.54,5.3,755,Poor
3047,32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792,Poor
3226,34.9,80.9,21.4,32.8,50.8,16.6,2.11,3.8,797,Hazardous
4209,32.7,50.3,26.8,40.9,22.0,8.1,1.68,9.1,417,Moderate
2722,29.4,73.1,11.7,28.0,24.5,13.2,1.51,8.0,459,Moderate
3495,27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410,Poor
2046,27.5,65.9,19.3,31.5,24.6,7.2,1.74,5.4,609,Moderate
540,24.3,58.9,24.2,32.1,18.7,4.9,1.09,13.6,265,Good
4773,35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,Poor
1210,38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,Poor
3511,39.0,92.4,1.7,3.6,31.7,4.8,1.19,7.0,428,Moderate
2364,24.1,63.0,3.9,7.4,22.5,8.0,0.78,19.9,566,Good
4219,22.0,72.9,7.5,11.7,21.2,4.0,0.88,25.2,300,Good
2603,33.8,72.1,0.6,14.2,32.5,17.5,1.59,14.5,646,Moderate
3470,31.2,75.9,57.6,80.4,38.9,28.6,2.15,3.4,463,Poor
2070,24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,Good
813,24.3,53.7,29.3,32.8,24.1,4.5,0.96,14.0,217,Good
1093,37.9,80.9,76.2,106.7,40.9,9.0,2.11,5.9,737,Hazardous
2778,26.9,86.9,14.0,25.2,24.3,14.6,1.39,7.8,328,Moderate
1866,31.9,77.1,7.3,16.9,25.4,11.3,1.56,6.3,471,Moderate
2841,33.7,96.3,70.8,87.3,32.9,17.0,2.33,4.8,557,Hazardous
25,22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,363,Good
3990,42.1,74.0,3.9,21.4,34.4,20.7,1.69,3.7,611,Poor
1017,34.7,85.2,30.0,42.1,36.6,5.2,1.55,7.6,448,Moderate
4757,30.5,76.2,26.8,46.5,40.0,9.3,2.4,9.9,624,Poor
1156,34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738,Poor
777,32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,Poor
1361,31.3,75.0,37.8,47.1,32.6,11.0,1.87,5.6,451,Poor
3377,26.7,60.0,7.1,11.0,20.2,5.9,1.01,10.8,349,Good
1313,30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,Poor
4835,26.5,60.2,10.0,17.4,25.4,5.2,1.51,6.6,432,Moderate
4532,24.3,62.5,1.1,9.6,20.8,7.0,1.08,10.9,567,Good
4495,27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,Good
3727,24.8,67.9,2.3,8.2,23.9,1.4,1.08,18.8,207,Good
3357,32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,Poor
840,33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,Poor
4887,32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322,Moderate
593,31.6,86.5,17.9,23.5,28.0,8.6,1.72,5.4,370,Moderate
1027,39.4,80.3,37.6,53.3,39.0,13.6,1.99,4.4,448,Poor
2476,26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,Good
1758,26.7,63.2,6.8,9.3,13.4,4.9,0.98,10.0,358,Good
3207,31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,Moderate
2091,22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,Good
2351,22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,Moderate
3644,37.7,107.5,22.7,53.0,37.1,25.3,2.58,5.1,543,Hazardous
4260,30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate
2724,30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502,Moderate
4715,52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588,Hazardous
297,19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564,Good
3536,28.7,84.0,79.8,86.5,24.0,6.7,1.2,9.6,423,Moderate
1249,42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,729,Hazardous
1846,42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,Poor
1815,23.5,58.3,4.8,5.7,11.7,5.9,0.99,10.8,346,Good
668,30.4,48.7,0.1,6.6,24.2,9.1,1.63,6.1,536,Moderate
3757,24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,Good
3660,25.3,86.3,6.2,15.8,33.6,9.9,1.66,5.8,426,Moderate
1569,28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296,Good
4806,36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454,Poor
799,22.1,53.1,4.0,9.9,19.3,6.0,1.03,10.1,292,Good
1791,32.2,62.7,1.5,7.6,19.7,4.3,0.95,10.3,348,Good
2509,27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462,Good
56,39.0,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,Poor
4738,28.9,57.9,16.4,23.1,20.6,3.4,0.89,12.5,527,Good
3693,41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778,Poor
4250,28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate
3750,23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,Good
245,34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,Moderate
4742,31.9,70.7,20.2,28.7,29.2,9.7,1.39,6.4,689,Moderate
2322,24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367,Moderate
